index,dist_m,segment_dist_m,speed_m_s,target_m_s,pwm_l,pwm_r,angle_err_deg,angle_err_rad,radius_m
193,2.002,0.009999999999999787,0.743,0.9,455,157,-0.857,-0.014957471689591405,-0.6685621880172824
194,2.012,0.010000000000000231,0.753,0.9,959,458,-0.627,-0.010943214410004447,-0.913808285695114
195,2.023,0.01100000000000012,0.756,0.9,478,54,-1.016,-0.01773254520026239,-0.6203283214999138
196,2.033,0.009999999999999787,0.746,0.9,887,231,-1.066,-0.018605209826259555,-0.5374838603478527
197,2.044,0.01100000000000012,0.753,0.9,903,348,-0.92,-0.016057029118347832,-0.6850582333086005
198,2.054,0.009999999999999787,0.744,0.9,636,85,-0.792,-0.01382300767579509,-0.7234315595085997
199,2.065,0.01100000000000012,0.743,0.9,1009,406,-0.653,-0.011397000015522973,-0.9651662705113513
200,2.075,0.010000000000000231,0.748,0.9,603,97,-1.162,-0.02028072590817411,-0.49307899753084034
201,2.086,0.010999999999999677,0.752,0.9,475,144,-1.112,-0.019408061282176946,-0.566774797341625
202,2.096,0.010000000000000231,0.743,0.9,743,210,-0.782,-0.013648474750595658,-0.7326826024691003
203,2.107,0.01100000000000012,0.75,0.9,666,106,-0.829,-0.014468779499032991,-0.7602576292447678
204,2.117,0.009999999999999787,0.74,0.9,468,25,-1.173,-0.020472712125893487,-0.4884550683127118
205,2.127,0.009999999999999787,0.73,0.9,957,364,-1.003,-0.017505652397503124,-0.571244062941985
206,2.138,0.01100000000000012,0.746,0.9,330,248,-1.206,-0.021048670779051613,-0.5225983206002591
207,2.148,0.010000000000000231,0.749,0.9,666,143,-0.532,-0.009285151620609835,-1.0769883367120985
208,2.159,0.010999999999999677,0.746,0.9,477,81,-0.729,-0.012723450247038663,-0.8645453698818751
209,2.169,0.010000000000000231,0.746,0.9,603,43,-0.911,-0.015899949485668342,-0.6289328157308852
210,2.179,0.009999999999999787,0.733,0.9,404,192,-0.653,-0.011397000015522973,-0.8774238822830184
211,2.19,0.01100000000000012,0.74,0.9,673,111,-0.674,-0.011763519158441782,-0.9350943243974962
212,2.2,0.010000000000000231,0.738,0.9,307,214,-0.476,-0.008307767239493008,-1.2036928469135222
213,2.21,0.009999999999999787,0.738,0.9,395,188,-0.669,-0.011676252695842066,-0.8564391556514364
214,2.221,0.01100000000000012,0.741,0.9,481,57,-0.434,-0.00757472895365539,-1.4521971765988766
215,2.231,0.009999999999999787,0.74,0.9,761,190,-0.249,-0.004345869837465881,-2.301035321810486
216,2.241,0.010000000000000231,0.735,0.9,600,39,-0.527,-0.009197885158010117,-1.0872064423735037
217,2.252,0.010999999999999677,0.734,0.9,695,112,-0.244,-0.004258603374866164,-2.5830064534585535
218,2.262,0.010000000000000231,0.742,0.9,417,135,-0.466,-0.008133234314293577,-1.2295231655168162
219,2.272,0.009999999999999787,0.74,0.9,603,17,-0.338,-0.005899212871740834,-1.6951414057124585
220,2.283,0.01100000000000012,0.744,0.9,519,76,-0.15,-0.002617993877991494,-4.201690497626084
221,2.293,0.010000000000000231,0.74,0.9,536,9,-0.265,-0.0046251225177849735,-2.162104887286175
222,2.304,0.010999999999999677,0.747,0.9,499,41,-0.343,-0.005986479334340551,-1.8374739785536063
223,2.314,0.010000000000000231,0.744,0.9,610,1,-0.095,-0.0016580627893946131,-6.031134685587752
224,2.325,0.01100000000000012,0.743,0.9,328,270,-0.752,-0.013124875974997358,-0.8381031577711602
225,2.335,0.009999999999999787,0.743,0.9,449,27,-0.271,-0.0047298422729046335,-2.114235406386756
226,2.345,0.010000000000000231,0.745,0.9,168,381,-0.196,-0.003420845333908886,-2.923254056789982
227,2.356,0.010999999999999677,0.757,0.9,543,22,0.349,0.0060911990894602095,1.8058841680340605
228,2.366,0.010000000000000231,0.75,0.9,442,139,-0.152,-0.0026529004630313807,-3.7694591784923452
229,2.377,0.010999999999999677,0.75,0.9,452,130,0.129,0.0022514747350726853,4.885686625146411
230,2.388,0.01100000000000012,0.757,0.9,424,128,-0.173,-0.00301941960595019,-3.643084246496604
231,2.398,0.010000000000000231,0.756,0.9,425,66,-0.114,-0.0019896753472735357,-5.025945571323127
232,2.409,0.010999999999999677,0.752,0.9,443,126,0.014,0.0002443460952792061,45.01811247456336
233,2.419,0.010000000000000231,0.744,0.9,523,170,-0.269,-0.004694935687864747,-2.129954628739169
234,2.43,0.01100000000000012,0.757,0.9,305,317,-0.172,-0.0030019663134302466,-3.6642649688599565
235,2.44,0.009999999999999787,0.741,0.9,536,25,-0.14,-0.0024434609527920616,-4.092555679505793
236,2.451,0.01100000000000012,0.753,0.9,470,174,-0.057,-0.0009948376736367678,-11.057080256910744
237,2.461,0.009999999999999787,0.758,0.9,459,99,0.074,0.0012915436464758037,7.742672907173123
238,2.472,0.01100000000000012,0.759,0.9,729,164,0.172,0.0030019663134302466,3.6642649688599565
239,2.482,0.010000000000000231,0.753,0.9,428,188,-0.123,-0.0021467549799530253,-4.658193456348264
240,2.493,0.010999999999999677,0.752,0.9,407,122,-0.1,-0.0017453292519943296,-6.30253574643887
241,2.504,0.01100000000000012,0.762,0.9,383,189,0.063,0.0010995574287564276,10.004024994347816
242,2.514,0.009999999999999787,0.767,0.9,252,274,-0.031,-0.0005410520681182421,-18.482509520348742
243,2.525,0.01100000000000012,0.763,0.9,211,377,-0.257,-0.004485496177625427,-2.4523485394704765
244,2.535,0.010000000000000231,0.775,0.9,179,354,0.067,0.0011693705988362008,8.551608882549798
245,2.545,0.009999999999999787,0.769,0.9,400,185,0.022,0.0003839724354387525,26.04353614230959
246,2.555,0.010000000000000231,0.772,0.9,553,8,0.033,0.0005759586531581288,17.36235742820716
247,2.566,0.010999999999999677,0.77,0.9,365,165,0.044,0.000767944870877505,14.32394487827016
248,2.576,0.010000000000000231,0.785,0.9,517,2,0.012,0.00020943951023931956,47.7464829275697
249,2.586,0.009999999999999787,0.774,0.9,329,192,-0.146,-0.002548180707911721,-3.924368459800075
250,2.596,0.010000000000000231,0.774,0.9,356,226,-0.066,-0.0011519173063162576,-8.68117871410358
251,2.606,0.009999999999999787,0.781,0.9,276,266,0.184,0.0032114058236695662,3.1139010604935384
252,2.616,0.010000000000000231,0.777,0.9,283,260,-0.276,-0.00481710873550435,-2.0759340403291175
253,2.627,0.010999999999999677,0.775,0.9,322,232,0.03,0.0005235987755982988,21.00845248812957
254,2.637,0.010000000000000231,0.776,0.9,157,402,0.203,0.003543018381548489,2.822452192762741
255,2.647,0.009999999999999787,0.777,0.9,575,24,0.028,0.0004886921905584122,20.462778397528965
256,2.657,0.010000000000000231,0.788,0.9,301,254,-0.222,-0.0038746309394274117,-2.5808909690578217
257,2.667,0.009999999999999787,0.779,0.9,301,219,0.153,0.002670353755551324,3.744822190397458
258,2.677,0.010000000000000231,0.781,0.9,585,17,0.033,0.0005759586531581288,17.36235742820716
259,2.687,0.009999999999999787,0.772,0.9,450,164,-0.081,-0.001413716694115407,-7.073553026306308
260,2.697,0.010000000000000231,0.779,0.9,320,228,-0.146,-0.002548180707911721,-3.9243684598002497
261,2.707,0.009999999999999787,0.777,0.9,298,250,0.122,0.002129301687433082,4.696375369924681
262,2.718,0.01100000000000012,0.777,0.9,356,122,0.191,0.0033335788713091696,3.299756935308442
263,2.728,0.010000000000000231,0.788,0.9,363,90,-0.436,-0.007609635538695277,-1.3141233833276065
264,2.738,0.009999999999999787,0.775,0.9,515,25,-0.319,-0.005567600313861911,-1.7961059408489373
265,2.748,0.010000000000000231,0.785,0.9,543,27,-0.207,-0.003612831551628262,-2.767912053772157
266,2.758,0.009999999999999787,0.784,0.9,691,190,-0.642,-0.011205013797803596,-0.8924576248143474
267,2.769,0.01100000000000012,0.785,0.9,742,209,-0.589,-0.0102799892942466,-1.07004002486233
268,2.779,0.009999999999999787,0.781,0.9,657,103,-0.777,-0.013561208287995941,-0.7373974197307734
269,2.789,0.010000000000000231,0.787,0.9,670,136,-1.011,-0.01764527873766267,-0.5667238329681864
270,2.799,0.009999999999999787,0.789,0.9,409,84,-0.94,-0.016406094968746697,-0.6095295692880969
271,2.809,0.010000000000000231,0.773,0.9,532,17,-0.791,-0.013805554383275147,-0.7243461379656592
272,2.819,0.009999999999999787,0.781,0.9,999,432,-0.785,-0.013700834628155488,-0.7298825415679121
273,2.829,0.010000000000000231,0.776,0.9,410,156,-1.085,-0.018936822384138473,-0.5280717005814162
274,2.84,0.010999999999999677,0.777,0.9,487,39,-1.025,-0.017889624832941875,-0.6148815362379386
275,2.85,0.010000000000000231,0.786,0.9,839,322,-0.721,-0.012583823906879116,-0.7946710057293155
276,2.86,0.009999999999999787,0.796,0.9,818,295,-1.33,-0.023212879051524585,-0.4307953346848203
277,2.87,0.010000000000000231,0.795,0.9,312,113,-1.339,-0.02336995868420407,-0.42789977231578524
278,2.881,0.010999999999999677,0.779,0.9,1286,732,-0.948,-0.016545721308906244,-0.664824445826885
279,2.891,0.010000000000000231,0.776,0.9,388,125,-1.565,-0.027314402793711258,-0.3661072173359977
280,2.901,0.009999999999999787,0.78,0.9,969,398,-1.375,-0.02399827721492203,-0.4166965782769535
281,2.911,0.010000000000000231,0.788,0.9,946,389,-0.958,-0.016720254234105676,-0.5980770304079712
282,2.921,0.009999999999999787,0.799,0.9,602,101,-1.369,-0.023893557459802373,-0.4185228598471957
283,2.932,0.01100000000000012,0.795,0.9,532,15,-1.806,-0.03152064629101759,-0.3489776160819006
284,2.942,0.010000000000000231,0.788,0.9,695,142,-1.392,-0.024294983187761066,-0.4116076114445664
285,2.952,0.009999999999999787,0.787,0.9,1052,529,-1.433,-0.025010568181078743,-0.39983098055185695
286,2.962,0.010000000000000231,0.788,0.9,486,73,-1.616,-0.028204520712228367,-0.35455309104630967
287,2.973,0.010999999999999677,0.795,0.9,635,136,-1.211,-0.02113593724165133,-0.5204406066423509
288,2.983,0.010000000000000231,0.795,0.9,456,88,-1.246,-0.021746802479849347,-0.4598377167984241
289,2.993,0.009999999999999787,0.79,0.9,799,269,-1.506,-0.026284658535034602,-0.3804500631678692
290,3.004,0.01100000000000012,0.799,0.9,472,22,-1.793,-0.03129375348825833,-0.351507849773515
291,3.014,0.009999999999999787,0.773,0.9,1085,512,-1.055,-0.018413223608540176,-0.5430879574699631
292,3.024,0.010000000000000231,0.789,0.9,346,144,-1.365,-0.023823744289722597,-0.41974930046215125
293,3.034,0.009999999999999787,0.787,0.9,461,137,-1.252,-0.021851522234969004,-0.45763402166997685
294,3.045,0.01100000000000012,0.792,0.9,935,397,-0.528,-0.009215338450530061,-1.193662073189228
295,3.055,0.010000000000000231,0.79,0.9,389,144,-0.875,-0.015271630954950384,-0.6548089087209559
296,3.065,0.009999999999999787,0.785,0.9,767,192,-0.887,-0.015481070465189704,-0.6459501636198546
297,3.075,0.010000000000000231,0.78,0.9,515,44,-0.598,-0.01043706892692609,-0.9581234032288235
298,3.085,0.009999999999999787,0.781,0.9,231,304,-0.992,-0.01731366617978375,-0.5775784225108982
299,3.096,0.01100000000000012,0.786,0.9,457,69,-0.259,-0.0045204027626653135,-2.4334114851116313
300,3.106,0.009999999999999787,0.786,0.9,596,100,-0.516,-0.009005898940290741,-1.1103833238969205
301,3.116,0.010000000000000231,0.799,0.9,302,270,-0.58,-0.010122909661567111,-0.9878582674669594
302,3.127,0.010999999999999677,0.789,0.9,656,108,-0.41,-0.007155849933176751,-1.5372038405948465
303,3.137,0.010000000000000231,0.787,0.9,558,14,-0.085,-0.0014835298641951802,-6.7406799427157225
304,3.147,0.009999999999999787,0.783,0.9,40,493,-0.671,-0.011711159280881952,-0.8538864308953964
305,3.157,0.010000000000000231,0.775,0.9,539,36,-0.372,-0.006492624817418906,-1.540209126695797
306,3.167,0.009999999999999787,0.789,0.9,612,76,-0.411,-0.007173303225696694,-1.394057895695404
307,3.178,0.01100000000000012,0.795,0.9,335,225,-0.917,-0.016004669240788003,-0.6872994270925981
308,3.188,0.010000000000000231,0.781,0.9,737,160,-0.15,-0.002617993877991494,-3.819718634205577
309,3.198,0.009999999999999787,0.78,0.9,691,169,-0.488,-0.008517206749732328,-1.1740938424811702
310,3.208,0.010000000000000231,0.78,0.9,478,7,-0.93,-0.016231562043547264,-0.6160836506783188
311,3.218,0.009999999999999787,0.773,0.9,638,58,-0.457,-0.007976154681614086,-1.2537369696516654
312,3.228,0.010000000000000231,0.778,0.9,623,114,-0.765,-0.013351768777756621,-0.7489644380795247
313,3.238,0.009999999999999787,0.781,0.9,507,57,-1.123,-0.01960004749989632,-0.5102028451743642
314,3.249,0.01100000000000012,0.769,0.9,587,11,-0.656,-0.011449359893082803,-0.9607524003718176
315,3.259,0.009999999999999787,0.778,0.9,1059,518,-0.69,-0.012042771838760872,-0.8303736161316103
316,3.269,0.010000000000000231,0.772,0.9,598,15,-0.841,-0.014678219009272311,-0.6812815637703168
317,3.279,0.009999999999999787,0.778,0.9,520,62,-0.897,-0.015655603390389135,-0.638748935485854
318,3.289,0.010000000000000231,0.776,0.9,758,184,-0.709,-0.012374384396639796,-0.8081210086471601
319,3.3,0.010999999999999677,0.789,0.9,346,176,-0.656,-0.011449359893082803,-0.9607524003717789
320,3.31,0.010000000000000231,0.781,0.9,566,23,-0.835,-0.01457349925415265,-0.6861770001566904
321,3.32,0.009999999999999787,0.781,0.9,1007,432,-0.382,-0.006667157742618339,-1.4998895160492434
322,3.33,0.010000000000000231,0.778,0.9,740,139,-0.833,-0.014538592669112765,-0.687824483950584
323,3.34,0.009999999999999787,0.78,0.9,614,37,-0.948,-0.016545721308906244,-0.6043858598426276
324,3.35,0.010000000000000231,0.776,0.9,767,174,-0.905,-0.01579522973054868,-0.633102536056173
325,3.361,0.01100000000000012,0.794,0.9,325,155,-1.13,-0.01972222054753592,-0.5577465262335509
326,3.371,0.009999999999999787,0.781,0.9,509,109,-1.174,-0.020490165418413427,-0.4880390077775222
327,3.381,0.009999999999999787,0.788,0.9,522,56,-1.195,-0.020856684561332238,-0.47946259006762426
328,3.391,0.010000000000000231,0.786,0.9,684,124,-1.096,-0.019128808601857852,-0.5227717108857997
329,3.401,0.009999999999999787,0.775,0.9,565,5,-1.584,-0.02764601535159018,-0.36171577975429986
330,3.411,0.010000000000000231,0.775,0.9,501,115,-1.362,-0.02377138441216277,-0.4206738583926846
331,3.422,0.01100000000000012,0.776,0.9,1220,679,-0.711,-0.012409290981679682,-0.8864325944358826
332,3.432,0.009999999999999787,0.798,0.9,447,103,-1.237,-0.021589722847169857,-0.463183342870502
333,3.442,0.010000000000000231,0.781,0.9,1152,610,-0.88,-0.0153588974175501,-0.6510884035577686
334,3.452,0.009999999999999787,0.794,0.9,485,10,-0.9,-0.015707963267948967,-0.6366197723675677
335,3.462,0.010000000000000231,0.776,0.9,618,90,-0.991,-0.017296212887263806,-0.5781612463479682
336,3.473,0.010999999999999677,0.787,0.9,464,79,-1.353,-0.02361430477948328,-0.46581934563480193
337,3.483,0.010000000000000231,0.789,0.9,530,29,-0.88,-0.0153588974175501,-0.6510884035577686
338,3.493,0.009999999999999787,0.802,0.9,1000,465,-0.829,-0.014468779499032991,-0.6911432993134029
339,3.504,0.01100000000000012,0.8,0.9,595,39,-1.252,-0.021851522234969004,-0.5033974238369908
340,3.514,0.009999999999999787,0.794,0.9,599,54,-0.98,-0.01710422666954443,-0.5846508113579704
341,3.524,0.010000000000000231,0.789,0.9,661,99,-1.004,-0.017523105690023067,-0.5706750947518292
342,3.535,0.01100000000000012,0.788,0.9,421,135,-0.926,-0.016161748873467493,-0.6806194110625404
343,3.545,0.009999999999999787,0.792,0.9,420,122,-1.34,-0.023387411976724018,-0.42758044412747087
344,3.555,0.010000000000000231,0.786,0.9,642,104,-0.658,-0.011484266478122689,-0.8707565275544626
345,3.565,0.009999999999999787,0.8,0.9,847,298,-1.051,-0.0183434104384604,-0.545154895462237
346,3.576,0.01100000000000012,0.8,0.9,704,135,-1.081,-0.018867009214058702,-0.5830282836668941
347,3.586,0.009999999999999787,0.79,0.9,807,247,-0.868,-0.01514945790731078,-0.6600896257267408
348,3.596,0.010000000000000231,0.787,0.9,372,121,-1.367,-0.023858650874762483,-0.4191351829779345
349,3.607,0.01100000000000012,0.784,0.9,289,276,-1.087,-0.018971728969178363,-0.5798100962685487
350,3.617,0.009999999999999787,0.788,0.9,570,13,-0.656,-0.011449359893082803,-0.8734112730652606
351,3.627,0.009999999999999787,0.796,0.9,742,170,-0.813,-0.014189526818713898,-0.7047451354622523
352,3.638,0.01100000000000012,0.802,0.9,868,254,-0.725,-0.01265363707695889,-0.8693152753709137
353,3.648,0.010000000000000231,0.798,0.9,770,217,-0.697,-0.012164944886400476,-0.822034139355576
354,3.658,0.009999999999999787,0.796,0.9,570,37,-0.477,-0.008325220532012952,-1.2011693818255995
355,3.669,0.01100000000000012,0.794,0.9,408,156,-0.68,-0.011868238913561441,-0.9268434921234007
356,3.679,0.009999999999999787,0.794,0.9,375,163,-0.73,-0.012740903539558606,-0.7848736919600151
357,3.689,0.010000000000000231,0.796,0.9,565,30,-0.195,-0.003403392041388943,-2.9382451032350585
358,3.7,0.01100000000000012,0.804,0.9,423,35,-0.486,-0.008482300164692442,-1.2968180548228652
359,3.71,0.009999999999999787,0.794,0.9,603,21,-0.484,-0.008447393579652554,-1.1837970973777088
360,3.72,0.010000000000000231,0.792,0.9,703,141,-0.248,-0.004328416544945937,-2.3103136900436954
361,3.731,0.010999999999999677,0.799,0.9,511,40,-0.31,-0.0054105206811824215,-2.033076047238345
362,3.741,0.010000000000000231,0.801,0.9,355,207,-0.549,-0.00958185759344887,-1.0436389710944196
363,3.752,0.010999999999999677,0.805,0.9,266,255,-0.096,-0.0016755160819145565,-6.5651414025404895
364,3.762,0.010000000000000231,0.803,0.9,573,40,-0.254,-0.004433136300065597,-2.255739350908805
365,3.773,0.01100000000000012,0.804,0.9,430,93,-0.274,-0.004782202150464463,-2.3001955278974906
366,3.783,0.009999999999999787,0.802,0.9,408,136,-0.428,-0.00747000919853573,-1.338686437221521
367,3.793,0.010000000000000231,0.794,0.9,511,53,-0.056,-0.0009773843811168245,-10.231389198764937
368,3.804,0.010999999999999677,0.788,0.9,564,3,-0.171,-0.0029845130209103037,-3.685693418970099
369,3.814,0.010000000000000231,0.797,0.9,400,212,-0.313,-0.005462880558742251,-1.830536086679989
370,3.824,0.009999999999999787,0.803,0.9,318,208,-0.243,-0.004241150082346221,-2.3578510087687694
371,3.835,0.01100000000000012,0.803,0.9,433,236,-0.267,-0.00466002910282486,-2.360500279565215
372,3.845,0.010000000000000231,0.805,0.9,214,379,-0.134,-0.0023387411976724015,-4.275804441274899
373,3.856,0.010999999999999677,0.801,0.9,248,300,-0.049,-0.0008552113334772215,-12.862317849875245
374,3.866,0.010000000000000231,0.795,0.9,597,27,0.194,0.0033859387488689996,2.953390696550703
375,3.876,0.009999999999999787,0.802,0.9,623,22,-0.199,-0.003473205211468716,-2.8791849001548293
376,3.887,0.01100000000000012,0.806,0.9,491,68,-0.187,-0.0032637657012293962,-3.370339971357821
377,3.898,0.01100000000000012,0.817,0.9,363,176,0.003,5.235987755982989e-05,210.08452488130413
378,3.908,0.009999999999999787,0.818,0.9,209,305,-0.056,-0.0009773843811168245,-10.231389198764482
379,3.919,0.01100000000000012,0.812,0.9,188,337,-0.17,-0.0029670597283903604,-3.7073739684936027
380,3.929,0.009999999999999787,0.814,0.9,235,269,-0.024,-0.0004188790204786391,-23.873241463783792
381,3.94,0.01100000000000012,0.808,0.9,386,160,-0.064,-0.001117010721276371,-9.847712103811132
382,3.95,0.010000000000000231,0.796,0.9,482,126,-0.229,-0.003996803987067015,-2.5019991053748316
383,3.961,0.010999999999999677,0.798,0.9,388,164,-0.106,-0.0018500490071139892,-5.9457884400366705
384,3.971,0.010000000000000231,0.811,0.9,381,136,-0.066,-0.0011519173063162576,-8.68117871410358
